WordId,TestId,PartOfSpeech,Description,Example,Source
794,3,adjective, able to produce abundantly,,Barron
795,3,adverb, caught or produced not long ago,,Barron
796,3,adjective, not chosen carefully; unplanned,,Barron
797,3,adjective, carefully chosen,,Barron
798,3,adjective, having a lot of room,,Barron
799,3,verb, to fight without surrender; to persist,,Barron
800,3,verb, to obtain something needed or useful; to increase to the amount of something,,Barron
801,3,verb, to stop or discontinue,,Barron
802,3,verb, to deal with or control,,Barron
803,3,verb," to give protection; to not express a desire or opinion, usually bad",,Barron
804,3,adjective, something that cause pain or damage,,Barron
805,3,adjective, not important; of little value,,Barron
806,3,adjective, not easily understood or figured out,,Barron
807,3,adjective, threatening or risky; harmful,,Barron
808,3,verb, to encourage or advertise; to elevate in rank or grade,,Barron
809,3,adjective, being excessive; showing unnecessary repetition,,Barron
810,3,adjective, important; strongly made; of value,,Barron
811,3,noun, specific qualities that distinguish one from another,,Barron
812,3,adjective, primary or principal; having or exercising control over something,,Barron
813,3,adjective, not growing or producing; asleep,,Barron
814,3,adjective," lacking color; unintenteresting, boring",,Barron
815,3,adjective, something that captures the imagination; exciting,,Barron
816,3,adjective, to select or represent something chosen from many sources or places,,Barron
817,3,adjective, something with a large number of parts; full of details,,Barron
818,3,adjective, unusual in a positive way,,Barron
819,3,adjective," very risky, unsafe",,Barron
820,3,adjective, of little consequence; very small,,Barron
821,3,verb, to make ready; first in importance or in time,,Barron
822,3,adjective, simple; not complex,,Barron
823,3,adjective, to question the truthfulness of information presented as fact; to nott trust,,Barron
824,3,adjective, simple; not deeep; near the surface,,Barron
825,3,adjective," powerful, full of action",,Barron
826,3,noun, something that makes life easier or more enjoyable,,Barron
827,3,noun, a part of the whole; environmrnt,,Barron
828,3,adjective," simple in structurre, easy to do",,Barron
829,3,verb," to remove, free oneself of something",,Barron
830,3,verb, to make a circle around,,Barron
831,3,verb, to make something more than what it is,,Barron
832,3,verb, to say; relate in written form,,Barron
833,3,verb, to allow to come out; to give freedom,,Barron
834,3,adjective, unable to see or understand; to conceal; showing poor judgment or understanding,,Barron
835,3,verb, to make larger or greater,,Barron
836,3,verb, growing at a fast pace,,Barron
837,3,adverb, attracting attention,,Barron
838,3,adjective, very large,,Barron
839,3,adverb, completely,,Barron
840,3,verb, to vanish,,Barron
841,3,adjective, deserving positive recognition or attention,,Barron
842,3,verb, to get back; to have something returned,,Barron
843,3,adverb, to know by report; unconfirmed; supposedly,,Barron
844,3,adjective, to be subject to influence; capable of being affected by a person or thing,,Barron
845,3,verb, to make more easily understood; to make clear,,Barron
846,3,verb, to prevent from being seen or discovered,,Barron
847,3,verb, to make certain; give support,,Barron
848,3,adjective, easy to reach; near; suitable to one's needs,,Barron
849,3,adjective, very serious or unsafe; finding fault,,Barron
850,3,adverb," to happen at some time in the future, usually gradually",,Barron
851,3,adjective," successful, wealthy",,Barron
852,3,adverb, done for a special reason,,Barron
853,3,verb, to uncover; to expose,,Barron
854,3,adverb, almost not,,Barron
855,3,adverb," according to a reasoned, but not proven, point of view",,Barron
856,3,verb, to go faster,,Barron
857,3,verb, to move slowly and quietly close to the ground; to begin to happen,,Barron
858,3,verb, to press together so as to completely distort the shape or nature of the object,,Barron
859,3,verb, to plan and raise a crop; to encourage growth of a relationship or friendship,,Barron
860,3,verb, to state demands with the power to enforce,,Barron
861,3,verb," to hear, see, or recognize differences",,Barron
862,3,verb, to cause something new to exist; to create,,Barron
863,3,verb, to become completely occupied or involved,,Barron
864,3,noun, a small sign of damage that makes an item imperfect,,Barron
865,3,noun, the act of collecting a crop; the crops gathered,,Barron
866,3,verb," to show, as in a mirror",,Barron
867,3,noun, a very small piece of something,,Barron
868,3,verb, to establish a home; to resolve a disagreement,,Barron
869,3,verb, to move from one place to another,,Barron
870,3,verb, to place into groups according to type,,Barron
871,3,noun, monetary unit; cash,,Barron
872,3,adjective, far below the surface; complete understanding,,Barron
873,3,adjective, closely packed or crowded; difficult to see though,,Barron
874,3,adjective, not bright or clear,,Barron
875,3,verb, to show; reveal,,Barron
876,3,noun, products sold abroad,,Barron
877,3,adjective, very large,,Barron
878,3,adjective," causing admiration because of an object's importance, size, or quality",,Barron
879,3,verb, to set up or create an office; to place in a fixed position,,Barron
880,3,adjective, forever; without end,,Barron
881,3,adjective, easy to understand; simple; honest,,Barron
882,3,adjective, every part being the same,,Barron
883,3,adjective, lively; powerful; full of action; bright,,Barron
884,3,adjective," an action or decision made with little thought, order, or reason",,Barron
885,3,verb, to express or defend oneself strongly; to state positively,,Barron
886,3,adjective, very surprising,,Barron
887,3,verb, to have the same opinion or draw the same conclusion,,Barron
888,3,adverb, making something appear true or good when it is false or bad,,Barron
889,3,verb," to specify, name, or select to do to a task; to indicate",,Barron
890,3,adjective," strong in one's opinion, firm in conviction, to find out",,Barron
891,3,verb, to cause a conflict or argument,,Barron
892,3,verb, to make a request,,Barron
893,3,verb, to give up control,,Barron
894,3,adjective, strong enough to recover from difficulty or disease,,Barron
895,3,verb," to make it attractive to do something, usually something not good",,Barron
896,3,verb," to produce, to carry; to show; to endure",,Barron
897,3,verb, to make something difficult to see,,Barron
898,3,adjective, intensely bright or colorful; intelligent,,Barron
899,3,verb," to alert someone of danger, warn someone to take care or pay attention to something",,Barron
900,3,adjective," needing careful treatment; sensitive, easily broken",,Barron
901,3,verb," to increase in a positive way, such as in value, power, or beauty",,Barron
902,3,preposition," ph  in addition to, alongside",,Barron
903,3,verb, to interest greatly,,Barron
904,3,verb," to prevent movement, progress, or success",,Barron
905,3,verb, to change a belief or behavior by argument or reason,,Barron
906,3,verb, to throw off naturally; to give out,,Barron
907,3,adjective, to be the only one of a kind; special,,Barron
908,3,adjective, to be complementary or appropriate; a good match,,Barron
909,3,adverb, the most important or most common,,Barron
910,3,adjective, not fine or smooth; not delicate,,Barron
911,3,adjective, ordinary,,Barron
912,3,adverb, being measured or judged by comparison,,Barron
913,3,adjective, following accepted rules or standards,,Barron
914,3,adjective, odd or strange; eager to learn,,Barron
915,3,adverb, very; to an unusual degree,,Barron
916,3,adverb, no one else; nothing else; not shared,,Barron
917,3,adjective, extremely large,,Barron
918,3,adverb, regularly; usually done,,Barron
919,3,adverb, enough; in a satisfying manner,,Barron
920,3,adverb, can be seen,,Barron
921,3,adverb, to or in another country,,Barron
922,3,adjective, allowable or satisfactory,,Barron
923,3,noun, enthusiastic approval; applause,,Barron
924,3,adverb," being in existence, real or factual",,Barron
925,3,noun, a recommendation,,Barron
926,3,adjective, calling attention to; pleasing; creating,,Barron
927,3,adjective, by itself; with no association,,Barron
928,3,noun, the act of disagreeing; not giving approval,,Barron
929,3,adjective, causing confusion and interruption,,Barron
930,3,adverb, having no order or pattern; by chance,,Barron
931,3,verb," to remove, take out, or take back",,Barron
932,3,noun, something that may help one to be successful or to gain something,,Barron
933,3,adjective, able to move in a quick and easy way,,Barron
934,3,conjunction," in spite of the fact, regardless of the fact",,Barron
935,3,adjective, attractive or interesting,,Barron
936,3,verb, to hit one object against another with violent force; to be in opposition,,Barron
937,3,adjective," modern, up-to-date, or (n ) person living at the same time as another person",,Barron
938,3,verb," to promote, help, or support",,Barron
939,3,adjective," full of life, action, or power",,Barron
940,3,adjective, weak in health or in body,,Barron
941,3,noun, an invented story or idea,,Barron
942,3,verb, to make pure; to improve,,Barron
943,3,adjective, value in doing something,,Barron
944,3,verb, to change or make different,,Barron
945,3,adjective, something from a long time ago; very old,,Barron
946,3,adjective, a slight bother; disturbing to a person,,Barron
947,3,verb, to think about or prepare for something ahead of time,,Barron
948,3,verb, to make rich; to make something of greater value,,Barron
949,3,verb, to make stronger in feeling or quality,,Barron
950,3,adjective, difficult or painful to experience; not able to accept different ways of thought or behavior,,Barron
951,3,adjective, continuing,,Barron
952,3,verb, to suggest or plan to do something,,Barron
953,3,verb, to give back or bring back something; to return to the original condition,,Barron
954,3,adjective, of great importance; full of life,,Barron
955,3,adjective,something that contains acid or tastes sour.,,Quizlet
956,3,adjective,relating to or resembling the universe.,,Quizlet
957,3,verb,to make something thinner by adding water or other solvent; to weaken something.,,Quizlet
958,3,verb,a steady movement of a liquid/gas/electricity.,,Quizlet
959,3,verb,to cover something in a way that stops heat and sound from escaping.,,Quizlet
960,3,adjective,"attractive to oppositely charged materials, and repellent to the same charge.",,Quizlet
961,3,noun,a chemical used to kill animals or plants considered pests.,,Quizlet
962,3,noun,the field science that study various medical substances.,,Quizlet
963,3,noun,"a generalized term for dealing with mental health issues through consultation with a psychiatrist, psychologist, or other mental health professionals.",,Quizlet
964,3,verb,"to bounce light or sound off, like a mirror.",,Quizlet
965,3,noun,a small part of a whole presented as a representative specimen.,,Quizlet
966,3,noun,the science of society and human social interactions.,,Quizlet
967,3,noun,"something with particular qualities that define it. it can be liquid, solid or gas.",,Quizlet
968,3,noun,the ability to see or the faculty of sight; the act of looking or seeing something.,,Quizlet
969,3,noun,a science that studies all aspect of humanity. it focuses on culture but involves biology as well.,,Quizlet
970,3,adjective,referring to something related to bacteria.,,Quizlet
971,3,adjective,"relating to botany, the science of plants.",,Quizlet
972,3,noun,"the science of plants. it deals with the structure, classification, and other specificities regarding plant life.",,Quizlet
973,3,noun,the total greenhouse gas emissions caused by all the activities of a person or entity.,,Quizlet
974,3,adjective,capable of eroding and destroying other sustances.,,Quizlet
975,3,noun,unit for measuring capacity of liquid equal to a hundredth of a liter.,,Quizlet
976,3,noun,small drops of water that form on a cold surface when it comes into contact with heat.,,Quizlet
977,3,verb,to chemically erode or damage a metal.,,Quizlet
978,3,noun,a liquid turning into gas.,,Quizlet
979,3,adjective,using water to power electricity.,,Quizlet
980,3,noun,one thousand watts of electric energy.,,Quizlet
981,3,noun,the distance that light goes over the course of a year; a very long distance.,,Quizlet
982,3,verb,to turn solid matter into a liquid state.,,Quizlet
983,3,noun,any process or action that changes an organism.,,Quizlet
984,3,noun,"a cosmic body consisted of cosmic dust and gas, usually visible during the night as a bright spot.",,Quizlet
985,3,noun,"a constant value in experimenting, solving equations, etc., but varied in other versions of said experimenting or equation-solving.",,Quizlet
986,3,noun,a body suspended from a fixed support that swings freely.,,Quizlet
987,3,verb,to completely fill with a substance.,,Quizlet
988,3,noun,a point in time when the earth is at the extreme of its ellipsis around the sun.,,Quizlet
989,3,noun,the gas created by burning carbon or when an animal or person breathes out.,,Quizlet
990,3,noun,the act of assigning something to a specific category.,,Quizlet
991,3,noun,a chemical mixture combining two or more elements.,,Quizlet
992,3,verb,"to break down, rot or decompose.",,Quizlet
993,3,noun,physical or verbal factual information used to determine whether something is true or false.,,Quizlet
994,3,noun,a process in which something or someone develops and progresses.,,Quizlet
995,3,verb,to investigate and analyze a topic or an area that is unfamiliar in order to gain knowledge.,,Quizlet
996,3,noun,the study of the physical properties of the earth.,,Quizlet
997,3,adjective,pertaining to a pole or polarity.,,Quizlet
998,3,noun,physical force.,,Quizlet
999,3,noun,a vessel that travels into space and returns.,,Quizlet
1000,3,adjective,"relating to heat, the cause of heat, or the retention of heat.",,Quizlet
1001,3,noun,a photograph taken using beams of radiation that allows you to examine the bones and organs inside a body.,,Quizlet
1002,3,noun,microscopic single-celled organisms with cell walls; plural of bacterium.,,Quizlet
1003,3,noun,unit of length measurement equal to one-hundredth of a meter.,,Quizlet
1004,3,noun,an unchanging value or answer that is used as a reference in experiments.,,Quizlet
1005,3,noun,"the name given to the third planet from the sun in the solar system, inhabited by humans.",,Quizlet
1006,3,noun,one's applied knowledge of physical sciences to design and build technology for social improvement.,,Quizlet
1007,3,noun,"a scientific test in controlled conditions used to investigate a hypothesis, prove a known fact, or make a discovery.",,Quizlet
1008,3,noun,energy caused by using physical strength.,,Quizlet
1009,3,verb,"to provide something with energy, power, or heat.",,Quizlet
1010,3,adjective,not showing any evidence of positive result or condition,,Quizlet
1011,3,adjective,relating to an atom's nucleus or the energy produced by splitting or joining the nucleus.,,Quizlet
1012,3,noun,"a branch of science concerned with matters of space, time, matter, and energy.",,Quizlet
1013,3,noun,electrical energy that households run on.,,Quizlet
1014,3,noun,a way in which living creatures see the physical world.,,Quizlet
1015,3,noun,a value of measurement with regard to how heavy the subject is.,,Quizlet
1016,3,adjective,describing something related to outer space.,,Quizlet
1017,3,verb,to transition matter from a liquid to a solid state.,,Quizlet
1018,3,noun,"a set pattern, typically denoting stars.",,Quizlet
1019,3,noun,a process where its components spread into an environment.,,Quizlet
1020,3,noun,a process that isolates a substance from a mixture by evaporation and condensation,,Quizlet
1021,3,noun,an organism created by combining or crossing two species.,,Quizlet
1022,3,adjective,not being pure or clean because some other substance has been mixed in.,,Quizlet
1023,3,adjective,"having a connection to a moon, usually the one orbiting earth.",,Quizlet
1024,3,noun,an object that exerts a specific type of physical force by moving electrical charges.,,Quizlet
1025,3,noun,"a study of form and structure in many different disciplines, such as linguistic, biology, geology, and mathematics.",,Quizlet
1026,3,noun,the branch of medicine that relates to the human nervous system.,,Quizlet
1027,3,noun,the branch of medicine that specializes in childbirth and antenatal and posnatal medical care.,,Quizlet
1028,3,noun,a branch of science concerned with fossils of animals and plants.,,Quizlet
1029,3,verb,to change the direction of a light ray through an angled surface.,,Quizlet
1030,3,adjective,can be dissolved.,,Quizlet
1031,3,noun,"a liquid that can dissolve a solid, liquid, or gaseous solute.",,Quizlet
1032,3,noun,a poisonous substance.,,Quizlet
1033,3,noun,an astrological system that connects events in space to what happens on earth.,,Quizlet
1034,3,noun,"hydroxides of sodium and potassium, a term used in chemistry.",,Quizlet
1035,3,noun,an instrument used for measuring or recording atmospheric pressure changes.,,Quizlet
1036,3,adjective,relating to having net-zero greenhouse gas emissions.,,Quizlet
1037,3,noun,the process of chemical erosion or damage to metal.,,Quizlet
1038,3,noun,"denoting the universe, usually seen as an ordered place.",,Quizlet
1039,3,verb,to isolate a substance from a mixture by evaporating and condensing it.,,Quizlet
1040,3,noun,"the event where astronomical objects align, obscuring the view of one or the other.",,Quizlet
1041,3,noun,the process of using trial and error to determine or reach a particular outcome.,,Quizlet
1042,3,noun,a young unborn offspring (usually a mammal).,,Quizlet
1043,3,noun,the act of creating or preparing something.,,Quizlet
1044,3,noun,"a branch of medicine that specializes in medical problems of women, particularly involving the reproductive system.",,Quizlet
1045,3,adjective,doesn't produce a chemical reaction when combined with another substance.,,Quizlet
1046,3,adjective,lacking bounds or going on forever.,,Quizlet
1047,3,noun,a detailed written study of a single specialized subject.,,Quizlet
1048,3,noun,the study of the people's eyes.,,Quizlet
1049,3,noun,a branch of biology concerned with the functions of life and the living.,,Quizlet
1050,3,adjective,relating to air or other gases.,,Quizlet
1051,3,adjective,to describe a genetic trait that is not expressed unless two copies of the gene are inherited from each parent.,,Quizlet
1052,3,adjective,containing salt.,,Quizlet
1053,3,noun,a collection of particles that settles to the bottom of a fluid.,,Quizlet
1054,3,noun,a range of colors formed when light is dispersed.,,Quizlet
1055,3,adjective,one that does not contain lead or is not coated with lead.,,Quizlet
1056,3,noun,a creature from outer space.,,Quizlet
1057,3,noun,a science analyzing life and living organisms.,,Quizlet
1058,3,noun,someone or something that is an identical copy of another.,,Quizlet
1059,3,adjective,very modern and advanced; pioneering.,,Quizlet
1060,3,verb,to combine something with a liquid until both substances unify.,,Quizlet
1061,3,noun,act of sending out gas/heat/light.,,Quizlet
1062,3,adjective,"using ideas, methods, and theories to find out a result.",,Quizlet
1063,3,noun,an amount of gas that is strong smelling and dangerous to inhale.,,Quizlet
1064,3,noun,an instrument used for examining small objects which could not be seen with the naked eye.,,Quizlet
1065,3,noun,an organelle that contains the genetic material in the cell.,,Quizlet
1066,3,noun,a machine that is used to make measurements.,,Quizlet
1067,3,noun,"a mixture, usually liquid, in which one or more substances are dissolved in another.",,Quizlet
1068,3,noun,cylindrical device for looking at objects that are far away.,,Quizlet
